userId,tmdbId,scaled_predicted_rating,name,genre_name
8,581,3.414475518334713,Dances with Wolves,"Western, Drama, Adventure"
8,629,3.4729086508335048,The Usual Suspects,"Thriller, Crime, Drama"
8,637,3.3632712357590635,Life Is Beautiful,"Drama, Comedy"
8,712,3.4570851510607117,Four Weddings and a Funeral,"Romance, Drama, Comedy"
8,857,3.5798370588751847,Saving Private Ryan,"War, History, Drama"
8,1900,3.6453907662717326,Traffic,"Crime, Drama, Thriller"
8,9598,3.5775445270384907,Babe,"Family, Comedy, Drama, Fantasy"
9,11,3.6196272781448995,Star Wars,"Science Fiction, Action, Adventure"
9,85,3.7213405812237466,Raiders of the Lost Ark,"Action, Adventure"
9,105,3.5833483241669004,Back to the Future,"Science Fiction, Comedy, Adventure"
9,120,3.6974834155910923,The Lord of the Rings: The Fellowship of the Ring,"Action, Fantasy, Adventure"
9,121,3.677735585567536,The Lord of the Rings: The Two Towers,"Action, Fantasy, Adventure"
9,122,3.7090590388758495,The Lord of the Rings: The Return of the King,"Action, Fantasy, Adventure"
9,238,3.5125113070671192,The Godfather,"Crime, Drama"
9,240,3.6217066701678435,The Godfather Part II,"Crime, Drama"
9,762,3.687194304222129,Monty Python and the Holy Grail,"Fantasy, Comedy, Adventure"
9,1891,3.642861222962149,The Empire Strikes Back,"Science Fiction, Action, Adventure"
10,1581,3.5327514900604378,The Holiday,"Romance, Comedy"
10,11036,3.294977829196574,The Notebook,"Drama, Romance"
10,13969,3.6678514398446977,First Daughter,"Romance, Drama, Comedy, Family"
10,20352,3.4317108562337855,Despicable Me,"Comedy, Family, Animation"
10,36557,3.2704931799522394,Casino Royale,"Thriller, Action, Adventure"
10,49026,3.2495398311421138,The Dark Knight Rises,"Thriller, Drama, Crime, Action"
10,77338,3.2564238208466083,The Intouchables,"Comedy, Drama"
10,109445,3.2476015376758722,Frozen,"Fantasy, Adventure, Family, Animation"
10,206647,3.5776741160452503,Spectre,"Thriller, Adventure, Action"
10,257211,3.6396462220115455,The Intern,Comedy
11,13,3.698335122286837,Forrest Gump,"Romance, Drama, Comedy"
11,197,3.6189281795557995,Braveheart,"War, History, Drama, Action"
11,278,3.5436186366042906,The Shawshank Redemption,"Crime, Drama"
11,424,3.6717753438158334,Schindler's List,"War, History, Drama"
11,497,3.5457312784381796,The Green Mile,"Crime, Drama, Fantasy"
11,686,3.6031080900200267,Contact,"Mystery, Science Fiction, Drama"
11,857,3.7131773263571253,Saving Private Ryan,"War, History, Drama"
11,5503,3.520859141012448,The Fugitive,"Drama, Thriller, Action"
11,9361,3.600254574193543,The Last of the Mohicans,"War, Romance, History, Action"
11,11216,3.6390784175477155,Cinema Paradiso,"Romance, Drama"
12,98,3.9585494215811736,Gladiator,"Adventure, Drama, Action"
12,278,4.0856979774736795,The Shawshank Redemption,"Crime, Drama"
12,453,3.939319947584657,A Beautiful Mind,"Romance, Drama"
12,489,4.026213213133846,Good Will Hunting,Drama
12,808,3.9795893051556814,Shrek,"Family, Adventure, Fantasy, Comedy, Animation"
12,2252,4.013941475217381,Eastern Promises,"Mystery, Crime, Thriller"
12,15472,4.101543217507475,The Girl with the Dragon Tattoo,"Mystery, Crime, Thriller, Drama"
12,77338,4.1932534428474115,The Intouchables,"Comedy, Drama"
12,152532,3.97756916600096,Dallas Buyers Club,"History, Drama"
12,359940,4.004711668722756,"Three Billboards Outside Ebbing, Missouri","Drama, Crime"
13,85,3.695978648506018,Raiders of the Lost Ark,"Action, Adventure"
13,98,3.7442522586426064,Gladiator,"Adventure, Drama, Action"
13,238,4.047736071526311,The Godfather,"Crime, Drama"
13,240,3.877052856116132,The Godfather Part II,"Crime, Drama"
13,278,3.7206120693403495,The Shawshank Redemption,"Crime, Drama"
13,429,3.679979947806322,"The Good, the Bad and the Ugly",Western
13,680,3.6669796980064606,Pulp Fiction,"Crime, Thriller"
13,935,3.7186068499725904,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"War, Comedy"
13,947,3.7518728595434205,Lawrence of Arabia,"War, History, Adventure"
13,359940,3.7453145474743357,"Three Billboards Outside Ebbing, Missouri","Drama, Crime"
14,197,3.4859996981940236,Braveheart,"War, History, Drama, Action"
14,489,3.1029964047576217,Good Will Hunting,Drama
14,500,3.0887130532789855,Reservoir Dogs,"Thriller, Crime"
14,637,3.1139181150937945,Life Is Beautiful,"Drama, Comedy"
14,713,3.170088981609444,The Piano,"Romance, Drama"
14,807,3.2694739453628876,Se7en,"Thriller, Mystery, Crime"
14,4476,3.457368627012999,Legends of the Fall,"Action, War, Romance, Western, Drama"
14,9208,3.2673578932919787,Broken Arrow,"Thriller, Adventure, Action"
14,27205,3.3784297393129568,Inception,"Adventure, Science Fiction, Action"
14,44639,3.288752015236939,Inside Job,"Crime, Documentary"
15,11,3.468577223538479,Star Wars,"Science Fiction, Action, Adventure"
15,13,3.4180161969207266,Forrest Gump,"Romance, Drama, Comedy"
15,424,3.5548621880592255,Schindler's List,"War, History, Drama"
15,497,3.5019127166885915,The Green Mile,"Crime, Drama, Fantasy"
15,1891,3.497079131992371,The Empire Strikes Back,"Science Fiction, Action, Adventure"
15,1892,3.5418747266481887,Return of the Jedi,"Science Fiction, Action, Adventure"
15,8393,3.462873175842904,The Gods Must Be Crazy,"Comedy, Action"
15,10559,3.4654159338209403,Frequency,"Thriller, Science Fiction"
15,140607,3.4120930414966164,Star Wars: The Force Awakens,"Science Fiction, Action, Adventure"
15,333371,3.44874626898756,10 Cloverfield Lane,"Horror, Drama, Science Fiction, Thriller"
16,78,3.043084081951406,Blade Runner,"Thriller, Drama, Science Fiction"
16,129,2.9830498431717247,Spirited Away,"Fantasy, Family, Animation"
16,155,2.965513551855638,The Dark Knight,"Thriller, Crime, Action, Drama"
16,275,2.98811617654456,Fargo,"Thriller, Drama, Crime"
16,599,2.958869983861053,Sunset Boulevard,Drama
16,600,2.964809764190636,Full Metal Jacket,"War, Drama"
16,829,3.0113326438970827,Chinatown,"Thriller, Mystery, Drama, Crime"
16,935,3.0210049286450533,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"War, Comedy"
16,10193,3.049002548299613,Toy Story 3,"Comedy, Family, Animation"
16,11072,2.960852610408555,Blazing Saddles,"Comedy, Western"
17,11,3.678202361759648,Star Wars,"Science Fiction, Action, Adventure"
17,81,3.529990903192749,Nausicaä of the Valley of the Wind,"Fantasy, Animation, Adventure"
17,120,3.465820899467065,The Lord of the Rings: The Fellowship of the Ring,"Action, Fantasy, Adventure"
17,129,3.5898030502865024,Spirited Away,"Fantasy, Family, Animation"
17,238,3.5835759574879855,The Godfather,"Crime, Drama"
17,278,3.496863860780484,The Shawshank Redemption,"Crime, Drama"
17,680,3.519931130263381,Pulp Fiction,"Crime, Thriller"
17,1891,3.640604498614165,The Empire Strikes Back,"Science Fiction, Action, Adventure"
17,1892,3.6391508850843906,Return of the Jedi,"Science Fiction, Action, Adventure"
17,10515,3.508827398526266,Castle in the Sky,"Family, Action, Animation, Fantasy, Adventure"
18,77,3.302644468297158,Memento,"Thriller, Mystery"
18,238,3.2973325978588828,The Godfather,"Crime, Drama"
18,240,3.332924389077352,The Godfather Part II,"Crime, Drama"
18,278,3.4543079392875504,The Shawshank Redemption,"Crime, Drama"
18,335,3.286868711842645,Once Upon a Time in the West,"Western, Drama"
18,389,3.258773900433015,12 Angry Men,Drama
18,935,3.3266022359219023,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"War, Comedy"
18,9571,3.3088106031089426,Dazed and Confused,"Drama, Comedy"
18,37903,3.2934253187932194,The White Ribbon,"Mystery, Drama"
18,359940,3.3792256033774986,"Three Billboards Outside Ebbing, Missouri","Drama, Crime"
19,18,3.030950884913879,The Fifth Element,"Adventure, Action, Science Fiction"
19,154,3.034670600943442,Star Trek II: The Wrath of Khan,"Thriller, Science Fiction, Adventure, Action"
19,280,3.0985051226022837,Terminator 2: Judgment Day,"Science Fiction, Thriller, Action"
19,426,3.255221712297059,Vertigo,"Thriller, Romance, Mystery"
19,963,3.195095397117838,The Maltese Falcon,"Thriller, Crime, Mystery"
19,2493,3.0986598621070662,The Princess Bride,"Romance, Comedy, Fantasy, Family, Adventure"
19,11176,3.187706692334384,The Muppet Movie,"Comedy, Family, Music, Adventure"
19,12186,3.536599942537506,Defending Your Life,"Drama, Romance, Fantasy, Comedy"
19,13597,3.1976364499773644,Labyrinth,"Fantasy, Family, Adventure"
19,36819,3.1127910317586847,Time Bandits,"Comedy, Adventure, Science Fiction, Fantasy, Family"
20,207,3.744975228890846,Dead Poets Society,Drama
20,289,3.6953856935441656,Casablanca,"Romance, Drama"
20,531,3.75904927707238,The Wrong Trousers,"Family, Comedy, Animation"
20,630,3.6691797271639874,The Wizard of Oz,"Family, Fantasy, Adventure"
20,1574,3.6839477585790905,Chicago,"Drama, Crime, Comedy"
20,2493,3.637726684848914,The Princess Bride,"Romance, Comedy, Fantasy, Family, Adventure"
20,4825,3.661849848969128,Guys and Dolls,"Romance, Crime, Comedy"
20,9479,3.633466446251681,The Nightmare Before Christmas,"Family, Animation, Fantasy"
20,11176,3.6361153478569643,The Muppet Movie,"Comedy, Family, Music, Adventure"
20,49948,3.6571356225686076,Fantasia 2000,"Music, Family, Animation"
21,165,3.2934705044337345,Back to the Future Part II,"Science Fiction, Comedy, Adventure"
21,681,3.2144246205471894,Diamonds Are Forever,"Thriller, Action"
21,691,3.165765653627341,The Spy Who Loved Me,"Thriller, Action, Adventure"
21,699,3.2166523578805037,For Your Eyes Only,"Thriller, Action, Adventure"
21,700,3.242794382316557,Octopussy,"Thriller, Action, Adventure"
21,714,3.276964104697687,Tomorrow Never Dies,"Thriller, Action, Adventure"
21,7512,3.4965599234060765,Idiocracy,"Adventure, Science Fiction, Comedy"
21,10192,3.2358481557864476,Shrek Forever After,"Family, Animation, Fantasy, Adventure, Comedy"
21,36643,3.384926240836054,The World Is Not Enough,"Thriller, Action, Adventure"
21,36670,3.591222561446077,Never Say Never Again,"Thriller, Action, Adventure"
22,13,3.0659164713595506,Forrest Gump,"Romance, Drama, Comedy"
22,78,3.2778341414174137,Blade Runner,"Thriller, Drama, Science Fiction"
22,393,3.1755261782582043,Kill Bill: Vol. 2,"Thriller, Crime, Action"
22,510,3.175552181315482,One Flew Over the Cuckoo's Nest,Drama
22,879,3.1918761333709598,Hook,"Family, Comedy, Fantasy, Adventure"
22,1018,3.0662208350135853,Mulholland Drive,"Mystery, Drama, Thriller"
22,1051,3.109663844411346,The French Connection,"Thriller, Crime, Action"
22,1900,3.0621366499025098,Traffic,"Crime, Drama, Thriller"
22,3116,3.4919373471254684,Midnight Cowboy,Drama
22,36557,3.305286123148774,Casino Royale,"Thriller, Action, Adventure"
23,78,3.4727296133899546,Blade Runner,"Thriller, Drama, Science Fiction"
23,103,3.0245038318275714,Taxi Driver,"Drama, Crime"
23,387,3.4155412174034625,Das Boot,"War, History, Drama"
23,694,3.310411709389832,The Shining,"Thriller, Horror"
23,829,3.1251889484448894,Chinatown,"Thriller, Mystery, Drama, Crime"
23,910,3.415917622314545,The Big Sleep,"Thriller, Crime, Mystery"
23,1092,3.4601245248047854,The Third Man,"Mystery, Thriller"
23,1398,3.3313654844795852,Stalker,"Drama, Science Fiction"
23,5511,3.620385203322594,Le Samouraï,"Drama, Thriller, Crime"
23,11782,3.1704359732262293,Hard Boiled,"Crime, Thriller, Action"
24,85,3.2320159019352244,Raiders of the Lost Ark,"Action, Adventure"
24,278,3.215049120201477,The Shawshank Redemption,"Crime, Drama"
24,389,3.09509573814154,12 Angry Men,Drama
24,429,3.130460322318552,"The Good, the Bad and the Ugly",Western
24,769,3.1420824100827067,GoodFellas,"Crime, Drama"
24,935,3.2080513138364397,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"War, Comedy"
24,10515,3.0995721005099157,Castle in the Sky,"Family, Action, Animation, Fantasy, Adventure"
24,10681,3.1058409687119277,WALL·E,"Science Fiction, Family, Animation"
24,11202,3.0914335698616893,Patton,"History, Drama, War"
24,359940,3.2124279267719804,"Three Billboards Outside Ebbing, Missouri","Drama, Crime"
25,11,3.756541900303426,Star Wars,"Science Fiction, Action, Adventure"
25,122,3.7566506016084382,The Lord of the Rings: The Return of the King,"Action, Fantasy, Adventure"
25,155,3.778217366802536,The Dark Knight,"Thriller, Crime, Action, Drama"
25,278,3.9741887685548867,The Shawshank Redemption,"Crime, Drama"
25,629,3.886479603798663,The Usual Suspects,"Thriller, Crime, Drama"
25,680,3.817840484458271,Pulp Fiction,"Crime, Thriller"
25,1422,3.9180801388648514,The Departed,"Crime, Thriller, Drama"
25,1891,3.7990654245446693,The Empire Strikes Back,"Science Fiction, Action, Adventure"
25,2493,3.8406758578238085,The Princess Bride,"Romance, Comedy, Fantasy, Family, Adventure"
25,8374,3.787805248184262,The Boondock Saints,"Crime, Thriller, Action"
26,11,2.8539461557676913,Star Wars,"Science Fiction, Action, Adventure"
26,85,2.9226686127752597,Raiders of the Lost Ark,"Action, Adventure"
26,120,2.7806024013183976,The Lord of the Rings: The Fellowship of the Ring,"Action, Fantasy, Adventure"
26,122,2.813834308519028,The Lord of the Rings: The Return of the King,"Action, Fantasy, Adventure"
26,238,2.8362067422091,The Godfather,"Crime, Drama"
26,278,2.9097647021712127,The Shawshank Redemption,"Crime, Drama"
26,550,2.8689731520565007,Fight Club,Drama
26,807,2.8400690487740627,Se7en,"Thriller, Mystery, Crime"
26,1891,2.8423048854202992,The Empire Strikes Back,"Science Fiction, Action, Adventure"
26,5503,2.7778912628874988,The Fugitive,"Drama, Thriller, Action"
27,13,3.636422695468392,Forrest Gump,"Romance, Drama, Comedy"
27,105,3.484760929596509,Back to the Future,"Science Fiction, Comedy, Adventure"
27,531,3.4250395800634132,The Wrong Trousers,"Family, Comedy, Animation"
27,595,3.438677117906387,To Kill a Mockingbird,Drama
27,601,3.518569593133147,E.T. the Extra-Terrestrial,"Fantasy, Family, Adventure, Science Fiction"
27,2493,3.4224665562318246,The Princess Bride,"Romance, Comedy, Fantasy, Family, Adventure"
27,4808,3.5297428084495444,Charade,"Romance, Mystery, Comedy"
27,5925,3.5890591923365154,The Great Escape,"War, Drama, Adventure"
27,11937,3.632334247561041,The Gods Must Be Crazy II,"Comedy, Action"
27,15121,3.5937815180499584,The Sound of Music,"Romance, Music, Family, Drama"
28,33,2.938721877267275,Unforgiven,Western
28,70,2.8171479932033976,Million Dollar Baby,Drama
28,238,2.9061050915691267,The Godfather,"Crime, Drama"
28,534,2.964645220254421,Terminator Salvation,"Thriller, Science Fiction, Action"
28,855,2.847402124066128,Black Hawk Down,"History, War, Action"
28,10590,3.0356258935886693,We Were Soldiers,"War, History, Action"
28,11864,3.2339622947143885,Enemy Mine,"Science Fiction, Drama"
28,11884,3.15708915808921,The Last Starfighter,"Action, Science Fiction, Adventure"
28,16320,2.94952209790961,Serenity,"Thriller, Adventure, Action, Science Fiction"
28,19995,3.127891561283238,Avatar,"Science Fiction, Fantasy, Adventure, Action"
29,423,3.542651834409121,The Pianist,"War, Drama"
29,429,3.630193471271737,"The Good, the Bad and the Ugly",Western
29,826,3.579619229985532,The Bridge on the River Kwai,"War, History, Drama"
29,857,3.57879778914334,Saving Private Ryan,"War, History, Drama"
29,2118,3.6249847605033167,L.A. Confidential,"Thriller, Mystery, Crime"
29,9361,3.492397302843541,The Last of the Mohicans,"War, Romance, History, Action"
29,11202,3.6595568908528064,Patton,"History, Drama, War"
29,17431,3.5313038444454485,Moon,"Drama, Science Fiction"
29,44264,3.537659247411843,True Grit,"Western, Adventure, Drama"
29,335984,3.5382539074922055,Blade Runner 2049,"Drama, Science Fiction"
30,12,3.749755528633629,Finding Nemo,"Family, Animation"
30,13,3.747193588072355,Forrest Gump,"Romance, Drama, Comedy"
30,22,3.7303734465304674,Pirates of the Caribbean: The Curse of the Black Pearl,"Action, Fantasy, Adventure"
30,155,3.926434367004593,The Dark Knight,"Thriller, Crime, Action, Drama"
30,278,3.866727084699204,The Shawshank Redemption,"Crime, Drama"
30,1892,3.7779731085759787,Return of the Jedi,"Science Fiction, Action, Adventure"
30,8321,3.7330330051264387,In Bruges,"Crime, Drama, Comedy"
30,49026,3.800533105302151,The Dark Knight Rises,"Thriller, Drama, Crime, Action"
30,118340,3.7301176787539676,Guardians of the Galaxy,"Adventure, Science Fiction, Action"
30,359940,3.7655444997565946,"Three Billboards Outside Ebbing, Missouri","Drama, Crime"
31,278,3.522148210606008,The Shawshank Redemption,"Crime, Drama"
31,756,3.58395364123795,Fantasia,"Fantasy, Family, Animation"
31,812,3.5212423663975705,Aladdin,"Romance, Fantasy, Adventure, Family, Animation"
31,862,3.563756512487009,Toy Story,"Comedy, Family, Adventure, Animation"
31,2493,3.5673061429452,The Princess Bride,"Romance, Comedy, Fantasy, Family, Adventure"
31,4638,3.6160452504350182,Hot Fuzz,"Comedy, Action, Crime"
31,8587,3.574124911866687,The Lion King,"Drama, Animation, Family"
31,9325,3.653196372530882,The Jungle Book,"Adventure, Animation, Family"
31,9802,3.4927029453364584,The Rock,"Thriller, Adventure, Action"
31,10020,3.53422428617345,Beauty and the Beast,"Fantasy, Animation, Family, Romance"
32,11,3.574191411488577,Star Wars,"Science Fiction, Action, Adventure"
32,85,3.5868510638660664,Raiders of the Lost Ark,"Action, Adventure"
32,120,3.452087448707904,The Lord of the Rings: The Fellowship of the Ring,"Action, Fantasy, Adventure"
32,275,3.4537776474309405,Fargo,"Thriller, Drama, Crime"
32,278,3.6473341750935044,The Shawshank Redemption,"Crime, Drama"
32,289,3.5262639404095184,Casablanca,"Romance, Drama"
32,346,3.495671556662367,Seven Samurai,"Drama, Action"
32,629,3.644681436971573,The Usual Suspects,"Thriller, Crime, Drama"
32,1891,3.4726119602127645,The Empire Strikes Back,"Science Fiction, Action, Adventure"
32,2493,3.6033958287685888,The Princess Bride,"Romance, Comedy, Fantasy, Family, Adventure"
33,13,3.6427073360166213,Forrest Gump,"Romance, Drama, Comedy"
33,108,3.623563117945605,Three Colors: Blue,Drama
33,238,3.6552054284152886,The Godfather,"Crime, Drama"
33,379,3.570352337163314,Miller's Crossing,"Crime, Thriller, Drama"
33,603,3.663826933881472,The Matrix,"Science Fiction, Action"
33,630,3.575185069300279,The Wizard of Oz,"Family, Fantasy, Adventure"
33,666,3.6985636081671767,Central Station,Drama
33,4995,3.544978468616015,Boogie Nights,Drama
33,9322,3.561451618541118,La Femme Nikita,"Thriller, Action"
33,10997,3.683139532405351,Farewell My Concubine,Drama
34,22,3.3095800378365796,Pirates of the Caribbean: The Curse of the Black Pearl,"Action, Fantasy, Adventure"
34,24,3.3849863462635312,Kill Bill: Vol. 1,"Crime, Action"
34,146,3.433679841833207,"Crouching Tiger, Hidden Dragon","Romance, Action, Drama, Adventure"
34,557,3.435231073397679,Spider-Man,"Science Fiction, Action"
34,2109,3.4559397377016197,Rush Hour,"Crime, Comedy, Action"
34,2114,3.5670789359037425,Final Fantasy: The Spirits Within,"Animation, Romance, Thriller, Science Fiction, Fantasy, Action, Adventure"
34,2332,3.33729119758146,Taxi 2,"Crime, Adventure, Comedy, Action"
34,9316,3.5974807726574016,Ong Bak,"Adventure, Crime, Thriller, Action"
34,11770,3.4654470522337477,Shaolin Soccer,"Comedy, Action"
34,30421,3.3210469598163246,A Chinese Ghost Story,"Action, Fantasy"
35,13,3.5014335783872816,Forrest Gump,"Romance, Drama, Comedy"
35,278,3.51117619927379,The Shawshank Redemption,"Crime, Drama"
35,475,3.51754950598454,Bonnie and Clyde,"Drama, Crime"
35,510,3.6479735945347542,One Flew Over the Cuckoo's Nest,Drama
35,550,3.555346441716065,Fight Club,Drama
35,581,3.577574792892043,Dances with Wolves,"Western, Drama, Adventure"
35,598,3.6017273703065547,City of God,"Crime, Drama"
35,629,3.5929549618522363,The Usual Suspects,"Thriller, Crime, Drama"
35,1642,3.502662968832991,The Net,"Action, Thriller, Mystery, Drama, Crime"
35,9587,3.5476098927565713,Little Women,"Romance, Drama"
36,278,2.5685975570767106,The Shawshank Redemption,"Crime, Drama"
36,567,2.3920118608043555,Rear Window,"Mystery, Thriller"
36,707,2.5373124689348723,A View to a Kill,"Thriller, Action, Adventure"
36,786,2.9075471955489585,Almost Famous,"Music, Drama"
36,838,2.563080219857981,American Graffiti,"Drama, Comedy"
36,2118,2.866564672161127,L.A. Confidential,"Thriller, Mystery, Crime"
36,9277,2.572260151636189,The Sting,"Drama, Crime, Comedy"
36,9870,2.4423382204871693,Forgetting Sarah Marshall,"Drama, Romance, Comedy"
36,11216,2.4686776123907554,Cinema Paradiso,"Romance, Drama"
36,16320,2.4448573199458794,Serenity,"Thriller, Adventure, Action, Science Fiction"
37,11,3.5422946120812764,Star Wars,"Science Fiction, Action, Adventure"
37,568,3.479399184441817,Apollo 13,"History, Drama"
37,680,3.5704167053870663,Pulp Fiction,"Crime, Thriller"
37,819,3.64037004481904,Sleepers,"Thriller, Drama, Crime"
37,1891,3.530121344758764,The Empire Strikes Back,"Science Fiction, Action, Adventure"
37,1892,3.721236142715009,Return of the Jedi,"Science Fiction, Action, Adventure"
37,2164,3.5183556007601418,Stargate,"Science Fiction, Adventure, Action"
37,3049,3.680713148765622,Ace Ventura: Pet Detective,"Adventure, Crime, Mystery, Comedy"
37,8321,3.559273755924221,In Bruges,"Crime, Drama, Comedy"
37,68734,3.599144115763906,Argo,"Thriller, Drama"
38,197,3.350046336595509,Braveheart,"War, History, Drama, Action"
38,278,3.5215671914737254,The Shawshank Redemption,"Crime, Drama"
38,424,3.5914331435820617,Schindler's List,"War, History, Drama"
38,629,3.260485839417054,The Usual Suspects,"Thriller, Crime, Drama"
38,762,3.2575052922615755,Monty Python and the Holy Grail,"Fantasy, Comedy, Adventure"
38,813,3.183958841849406,Airplane!,Comedy
38,1585,3.301643990011416,It's a Wonderful Life,"Fantasy, Family, Drama"
38,5503,3.599751564233093,The Fugitive,"Drama, Thriller, Action"
38,9087,3.34839748699634,The American President,"Romance, Drama, Comedy"
38,11780,3.5183632737934367,Rob Roy,"War, Action, Drama, History, Adventure"
39,244,3.54471502780622,King Kong,"Horror, Fantasy, Adventure"
39,348,3.5356646850347717,Alien,"Science Fiction, Horror"
39,393,3.6958072840957628,Kill Bill: Vol. 2,"Thriller, Crime, Action"
39,476,3.6542207224757637,Drugstore Cowboy,"Crime, Drama"
39,629,3.6373153250083763,The Usual Suspects,"Thriller, Crime, Drama"
39,679,3.6247652264951546,Aliens,"Science Fiction, Thriller, Action"
39,766,3.6088786373374915,Army of Darkness,"Comedy, Horror, Fantasy"
39,968,3.5898183963530927,Dog Day Afternoon,"Thriller, Drama, Crime"
39,1480,3.59574879853087,Touch of Evil,"Mystery, Thriller, Crime"
39,11336,3.5741948217255968,The Dead Zone,"Science Fiction, Horror, Thriller"
